Product Rating,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,
5,12,TRUE,"07 10, 2008",A2KBMK3YXNH7WA,B00007AS82,"{'Size:': ' One Size', 'Color:': ' Espresso'}",Monica,"Greatest, most convenient, versatile bag ever...I haven't stopped using it since I got it about a month ago...it goes everywhere with me ...the pockets are great...

the only criticism I saw when I bought it in the reviews what that the front opened up too wide and things could fall out...this is really not true...it's completely manageable and easy to avoid any problems...

wonderful bag!!

I hate all the ""fashionable"" bags these days...this is comfortable with the long strap and I think it looks cool even if it's not hip!!",awesome bag,1215648000,
5,2,TRUE,"10 8, 2013",A19JP7CNMIJFYR,B000078CYM,{'Color:': ' Crimson'},Julia Mcginnis,I really like it...I have back and neck problems and this bag really alleviates my pain.  It is spacious enough to fit all my things.  And easy to find things .,Red x small back bag tote,1381190400,
1,2,FALSE,"12 15, 2013",A24ND9RV22Q8OY,B00006XXGO,"{'Size:': ' 8 B(M) US Women / 6 D(M) US Men', 'Color:': ' Black'}",Old Grasshopper,Shoes look good but unwearable because size 11 Men's fit like a size 13 for crying out loud! I may return these $40 disappointments or donate them to a big-footed homeless person. Haven't decided yet. So disappointed in these big floppy clown shoes. Edit: I returned the shoes. Easy and painless return policy.,Wrong size!,1387065600,
5,2,TRUE,"08 10, 2013",AJZ47Z7ATWCEG,B000078CYM,{'Color:': ' Taupe'},Lynda,"Just the right size for a petite woman!  Holds EVERYTHING I need and keeps it organized.  Holds ""a ton"" but still fits close to body.  Neutral color is perfect.",Super bag!,1376092800,
5,2,TRUE,"07 20, 2013",ALPT8Y8L5MD26,B000078CYM,{'Color:': ' Desert'},Amazon Customer,I had already purchased two of the small bags.  I like the distressed nylon.  Decided to try the x-small on desert.  It is a little smaller and I do like the size.,X-Small Ameribag,1374278400,
5,2,TRUE,"06 22, 2013",A1ZVRCPGD302ER,B000078CYM,{'Color:': ' Taupe'},Mickey P.,Nice travel bag with a lot of useful compartments. Very well made. One thing I would change is the pocket that holds the water bottle. I think they should make it a mesh pocket that would expand with different size water bottles. You're limited to a pretty small one.,Very nice,1371859200,
3,4,TRUE,"04 23, 2013",A3NXISQ64F4Q2Q,B000078CYM,{'Color:': ' Black'},laurie anderson,I am a short person and the strap does not stay up on my shoulder. My stuff I need to keep with me does not stay in the separate pockets inside the bag.,It is Roomy,1366675200,
5,23,TRUE,"08 30, 2011",A1WFO3L0BWLLEC,B000078CYM,{'Color:': ' Sage'},brenllin,"I have bought several Ameribags. I recommend the distressed fabric. It does not show stains at all. The microfiber bags are stain magnets!! These bags are overall great with many pockets and a handy key hook so you never loose your keys. I like to buy bags and hand bags that are not made from leather. You can't go wrong with the smaller bags for everyday use. Try it, you'll like it.",Love these bags !,1314662400,
5,4,TRUE,"09 30, 2013",A1HBD3ETVYXIYM,B00006XXGO,"{'Size:': ' 10 D(M)', 'Color:': ' Red'}",Kimber,"Typical Converse shoes - high quality, bright red, last a long time and machine washable.  Very popular here in Cali right now for boys and girls.",Comfortable and no heel slip,1380499200,
1,2,FALSE,"09 18, 2013",A27XT8L2WX7HGF,B00006XXGO,"{'Size:': ' US Men 7 / US Women 9', 'Color:': ' Black'}",brooklynL,These shoes are fake. Not real converse. I did a lot of research these are not the real converse. Don't be fooled,faux,1379462400,
5,2,TRUE,"09 15, 2013",A3IYO13KNHER8O,B00006XXGO,"{'Size:': ' 6 B(M) US Women / 4 D(M) US Men', 'Color:': ' Black Monochrome'}",YINI XU,"i like it and i think it is easy to fit clothes. but it is a kind of expansive, i find a discount after I buy this one",great.,1379203200,
5,24,TRUE,"08 1, 2013",A2D6MAEYI4DDC7,B00006XXGO,"{'Size:': ' 10 US Men/12 US Women', 'Color:': ' White'}",Billyboy5353,"Classic style and comfort. Great knock around and casual footwear. Although the fit was perfect you should order one (1) size smaller because they do run large, as noted on amazon.com.",A classic.,1375315200,
5,2,TRUE,"07 23, 2013",A16ATEKVLXWJ5Y,B00006XXGO,"{'Size:': ' 11 US Men/13 US Women', 'Color:': ' Navy'}",Brandon Mears,Much like many other shoes the Converse Chuck Taylor All Stars have made a name for themselves. They are iconic and a comfortable shoe to wear just about anywhere. I personally love them more than anything else ever since I got my first knock-off pair 10 years ago.,Great Shoe,1374537600,
4,2,TRUE,"07 2, 2013",A3BYPYD3A3QNI9,B00006XXGO,"{'Size:': ' 7 B(M) US', 'Color:': ' Aruba Blue'}",Daisy,i love the color. but chucks apparently come big. so if you're a woman order a size smaller. these are my favorite,this color makes me swoon,1372723200,
5,3,TRUE,"06 19, 2013",A64XUXBUA6VG5,B00006XXGO,"{'Size:': ' 10 B(M) US Women / 8 D(M) US Men', 'Color:': ' Beach Glass'}",Mme Megane,"For all of you out there looking for the ""Tiffany Blue"" converse for your wedding - this is it! That is one of my colors and I love converse so I absolutely had to get these. It's a shame they are in such limited supply, but I love mine!",Love the color,1371600000,
4,9,TRUE,"06 7, 2013",A87DNVUNZ79MJ,B00006XXGO,"{'Size:': ' 14 US Men/16 US Women', 'Color:': ' Black'}",george hasbrouck,The coolest looking moderately comfortable shoe there is. Just don't run or try and walk 10 miles a day in them.,chucks are chucks,1370563200,
3,98,TRUE,"05 14, 2013",A3FWZ1S1G7OPD9,B00006XXGO,"{'Size:': ' 5 US Men/7 US Women', 'Color:': ' White'}",AJ,"Since Converse shoes are usually sold unisex, I ordered what I thought was a men's 7 because I wear a women's 8.5-9.  However, the sizing is actually women's sizing, so be aware!",pay attention to the size!,1368489600,
5,3,TRUE,"04 18, 2013",A36ECB54AIPJDK,B00006XXGO,"{'Size:': ' 4.5 D(M) US', 'Color:': ' Black Monochrome'}",amyst1029,Really really comfortable to wear daily. I almost fell in love with it after been wearing heels in years. Black is never dated!,I finally got why its a hit!,1366243200,
3,3,TRUE,"04 17, 2013",ANVE0IYW1C5XJ,B00006XXGO,"{'Size:': ' 9.5 D(M) US', 'Color:': ' Optical White'}",JJ,this is an awesome shoe... but the fact that they run a number larger then what you actually wear is the only thing that makes it not a five star product....,"really nice shoe, would be perfect if it fit",1366156800,
5,5,TRUE,"06 21, 2012",AULX8B0ABPMIE,B00006XXGO,"{'Size:': ' 9.5 D(M) US', 'Color:': ' Optical White'}",Twinklingowlsales,"This was the shoe my husband wore as a teen in Southern California. He still chooses to wear it today. Good product, perfect color. Classic style.",Still a Classic,1340236800,
5,5,TRUE,"06 21, 2012",AULX8B0ABPMIE,B00006XXGO,"{'Size:': ' 9.5 D(M) US', 'Color:': ' Optical White'}",Twinklingowlsales,"This was the shoe my husband wore as a teen in Southern California. He still chooses to wear it today. Good product, perfect color. Classic style.",Still a Classic,1340236800,
5,5,TRUE,"06 21, 2012",AULX8B0ABPMIE,B00006XXGO,"{'Size:': ' 9.5 D(M) US', 'Color:': ' Optical White'}",Twinklingowlsales,"This was the shoe my husband wore as a teen in Southern California. He still chooses to wear it today. Good product, perfect color. Classic style.",Still a Classic,1340236800,
1,411,FALSE,"02 23, 2011",A1IYGCPH0M00NW,B00006XXGO,"{'Size:': ' US Men 7 / US Women 9', 'Color:': ' Black'}",L. Gray,"I know chucks have weird sizing, and so a women's 8 is a men's 6 and so forth, but the size chart given here is idiotic.  There are literally about 50 different sizes listed in the item details, with M(D) and all sorts of other inscrutable nomenclature next to each size.  Maybe this reseller should take a hint from the converse website which has SIZE/CONVERSE SIZE (women's 8/converse 6) so the customer can have a chance of ordering the right size.","Fix the Sizing Chart, For Crying Out Loud",1298419200,
5,2,FALSE,"01 30, 2011",A3RJ0LIO8X6N9O,B00006XXGO,"{'Size:': ' US Men 7 / US Women 9', 'Color:': ' Black'}",candleinthedark,"I have always loved chucks, they are a classic. If you need more support in the arch, you can always add an  arch support or insert. For me, they run true to size. A half size smaller is to narrow, since they run narrow in the toe anyway. I have wide feet, so if your feet are narrow, maybe  this would not apply to you.",Cool shoes,1296345600,
5,3,FALSE,"11 15, 2010",AALWYV9IY0EKZ,B00006XXGO,"{'Size:': ' US Men 7 / US Women 9', 'Color:': ' Black'}",purrrplej,"I would wear Converse every day if I could - they are sooooo comfortable! They run big, which is good because it helps offset the fact that they are also a bit on the narrow side. But my wide feet have no problem with them. They come in a great variety of colors and patterns, and I have quite a few of them, both hi-tops and low-tops. I love 'em all... and would buy more if I had the money! Speaking of which, that's the one downside to Converse - the cost. You pay for the name. But you can always watch for a good sale...",I love Converse!!!,1289779200,
2,3,FALSE,"03 4, 2010",A1TBSKSPZHAYHG,B00006XXGO,"{'Size:': ' US Men 7 / US Women 9', 'Color:': ' Black'}",Perry Stalsis,"Grew up in Chucks and love the look -- the coolest one ever. Decided to try a pair again (am over 60 now) but found them painful -- like a slab of wood tied to my feet. What we need are geezer Chucks with cushioning! Converse, are you listening?","Love the Look, Hate the Feel",1267660800,
1,13,FALSE,"02 9, 2010",A329U9CDUPKXAC,B00006XXGO,"{'Size:': ' US Men 7 / US Women 9', 'Color:': ' Black'}",Patrick,I really like Chuck Taylor shoes and these aren't my first pair. But they are the first pair that have started to fall apart after 1 month of use. Not really falling apart but developing holes throughout the canvas. Not sure what's going on but I'm very disappointed.,Falling apart after 1 month,1265673600,
5,3,FALSE,"11 25, 2009",ATJYIJPLT9NDO,B00006XXGO,"{'Size:': ' US Men 7 / US Women 9', 'Color:': ' Black'}",Lorena G.,"I am on my third pair of converse, and I LOVE it to bits. They're reliable (My first pair lasted 2 years, i was reluctant to buy another since it broke in), last forever (you know, 2 years is a lot considering the other cheap China made crappy shoes), and when you break them in, they're heaven to your feet. One thing though, if you are going to use it for exercising, bad idea. Some Dr. Scholl's slip-ins might make it more bearable. Overall, comfort 8/10 and style 10/10. Customizable 10/10. Great buy!",Converse All-Stars,1259107200,
5,8,TRUE,"06 19, 2010",AAE9K71VPQ5LI,B00007DNKW,"{'Size:': ' 12 Months', 'Color:': ' White'}",LB2309Z,"Love these. Very soft cotton. Wish they came in colors instead of only white. Easy to put on and take off. Nice fit and finish. Nice everything. Sizes run way too small as with all the Gerber clothing items. For my 4 month old twins weighing 14 lbs, I had to buy the 12 month size.",Excellent but buy a few sizes up,1276905600,
4,5,TRUE,"10 6, 2009",A32KU377FLC71Q,B00007DNKW,"{'Size:': ' 3-6 Months', 'Color:': ' White'}",Kelly M.,"I got these shirts so I could put iron-on transfers on them and they were great. Wish I could've found different colors, but for projects and things they work well if you're tired of onesies.",Great for baby projects,1254787200,
5,2,TRUE,"08 21, 2015",A2Q7RRB8E4KL7U,B00007DNKW,"{'Size:': ' 12 Months', 'Color:': ' White'}",SC Mommy of One,"My son has worn these t shirts and a diaper under his swaddle / swaddle sack to bed since he was born.  He's now 5 months old, and in a size 18 months, so note that these run SUPER small.  However, we all love them, so we keep buying larger sizes as he grows.  Highly recommend these!",Buy a few sizes up!,1440115200,
3,4,TRUE,"08 12, 2015",A78OXJJM5GSG0,B00007DNKW,"{'Size:': ' 3-6 Months', 'Color:': ' White'}",Amber Lethcoe,Fits too small and I even bought a 3 to 6 month which he wore a 0 to 3 at the time. Material is okay. I recommend to buy atleast a size up or 2 or you will be pissed when you get it. My boy was 13 pounds at 2 months and  I should have bought a 6 to 9 size. Hope this review helps.,would buy again but bigger size next time,1439337600,
3,3,TRUE,"07 27, 2015",AL3GC8JQ4HJVU,B00007DNKW,"{'Size:': ' 12 Months', 'Color:': ' White'}",AA4,"Now an important fact about Gerber, their sizes are rediculous. I ordered a size 12 mo because my baby is around 6 months old so the 12mo size fits him perfectly. That's how Gerber runs: newborn baby wears 3 mo size, three month baby wars size 3mo, six month old baby wears size 12mo---whatever age your baby is wearing then order twice that size for gerber products. Luckily I already knew this. So for anyone looking at gerber products ORDER TWICE THE SIZE YOUR BABY CURRENTLY WEARS WHEN ORDERING GERBER BABY CLOTHES!!",order twice the size your baby currently wears. gerber sizing is absurd.,1437955200,
4,2,TRUE,"05 27, 2014",A3CDB38FK94DUX,B00007DNKW,"{'Size:': ' 0-3 Months', 'Color:': ' White'}",SLP,I bought these to use on my daughter's American Girl doll. We decorated the shirts and put them on the dolls at her birthday party and they fit great! Not to mention this is much cheaper than buying doll t-shirts.,good,1401148800,
4,4,TRUE,"02 6, 2012",ACJA7W9M700MI,B00007FFL9,{'Size:': ' 5'},JewelryLover,"A very beautiful piece for the price, but it runs very small. I ordered a size 5 and it's more of a 4 1/2 in size and I can't wear it on the hand I bought it for.",Very expensive looking but runs small,1328486400,
5,5,FALSE,"03 16, 2009",A34MN3PDPA7099,B00007FFI2,{'Size:': ' 10'},Red Dragon Rose,I love this ring!  It is so hard to find this style in gold!  The ring is beautiful and of good quality.,Very Nice,1237161600,
3,4,TRUE,"01 22, 2013",A27TAJ9H8YB1TN,B00007FFI2,{'Size:': ' 8'},P.Ann,"I like the ring, it's cute.  I bought it to wear as a thumb ring.  I've been wearing it every day since I got it (about 2 weeks) and it has already tarnished.  I paid $20 for a $20 ring.",OK,1358812800,
5,2,TRUE,"11 20, 2012",AKSLUVNXQ04NT,B00007FFI2,{'Size:': ' 6'},MDLAPATX,I wanted a classy piece to wear on my right hand for work when I'm wearing Gold.  I found that I will end up wearing this outside of work.  Very classy looking,Classy,1353369600,
5,3,TRUE,"05 8, 2012",A1PIV4TCR19GO6,B00007FFI2,{'Size:': ' 9'},KHaber,I really love these rings.  They fit well & I love that I can wear on my thumb or on my finger!  Came right on time & well worth the price!,Love these rings,1336435200,
5,5,TRUE,"10 6, 2012",A2ZR98FYIWVUB5,B00007FPTC,{'Size:': ' 9'},Karen Moran,The ring is even more beautiful in person. It gets alot of attention when I wear it. Everyone wants to try it on. Great buy!,Butterfly Ring,1349481600,
1,4,TRUE,"12 14, 2012",A18I65HS5V12WN,B00007FPQZ,{'Size:': ' 10'},Adrianna,"The ring is fake. I haven't even had this for half a year, and the ""gold"" has faded on the sides. Oh, and it doesn't even look real.",RIP OFF,1355443200,
5,5,TRUE,"12 11, 2009",ACO4Z0HUNI7JK,B00007GI78,{'Size:': ' 7'},Daniel Emigh,This ring was really a surprise. It is very beautiful and well made for the price.,smoky quartz ring,1260489600,
5,7,FALSE,"07 20, 2008",A3M1PA1C98XNGN,B00007GI78,{'Size:': ' 9'},Elizabeth Slater,"It is gorgeous!  This ring is wonderful, and you would never know it is vermeil.  The stones are magnificent and it looks great on!",Beautiful!,1216512000,
2,2,TRUE,"09 14, 2013",AQZ1VXTL6QZPU,B00007GDDF,"{'Size:': ' One Size', 'Color:': ' Black'}",Bruce M OBrien,"The info on the web was a bit hard to actually get a feel for what the wallet was.
The credit card slots are next to impossible to get cards out of. It looked promising at first because all the credit card slots were what I noticed first. Too bad, I had to go back to my old wallet for now. I will continue to look but with a better idea of what I actually want.",too small and too bulky,1379116800,
5,2,TRUE,"10 3, 2010",A1BA4E4LQIXMA7,B00007GDAL,{'Color:': ' Black'},Richard G. &amp;amp; Deborah Dannels,"Great transaction.  Lovely wallet.  For the past 30 years all I've owned were Buxton wallets with a separate change purse.  This was the closest 'bill fold' I could find to my last one that was over 12 years old.  I was happy to find it, pleased with the price and how quickly I received it.  It's my first black wallet, so that's change enough, LOL.",Lovely Buxton Wallet,1286064000,
3,2,TRUE,"04 2, 2017",AK9X296CGVUC1,B00007GDAL,{'Color:': ' Mahogany'},texaschick,"This is a nice leather wallet with one BIG drawback.  If you fill about half of the credit card slots, you cannot close the wallet!  Therefore, the additional card insert is almost useless unless you plan to put single business cards in the additional slots. So, don't be deceived, the ""Double Cardex"" is NOT intended for credit cards, it should be used for business cards.",DECEPTIVE CARDEX FUNCTION,1491091200,
['https://images-na.ssl-images-amazon.com/images/I/71UBxlcYMmL._SY88.jpg'],1,10,TRUE,"02 25, 2017",A2ESD7XRDP6E4F,B00007GDAL,{'Color:': ' Ultraviolet'},Imeldajunior,"After 7 months, the metal frame of the coin compartments completely came off. I have never had this happen, and what it indicates to me is poor construction.  I ended up spilling coins all over the counter at chick fil a. Not acceptable!",Poorly constructed....do not buy!!,1487980800
5,2,TRUE,"02 11, 2017",A3DQJVKJ3ZER6B,B00007GDAL,{'Color:': ' Burgundy'},Cindy Scott-Petroski,Nice leather which is not stiff but pliable and easy to place credit cards in their slots.  Nice number of slots within the wallet too.  Very good price for a leather wallet.,Good price for a quality leather wallet,1486771200,
2,5,TRUE,"08 29, 2016",A1Y5NGTGI1K42N,B00007GDAL,{'Color:': ' Black'},Elizabeth S.,"I bought this as a birthday gift for  a friend.  There are a lot of good things about it but unfortunately an overwhelming bad thing.  The wallet is a very good design with  lots of credit card,etc. slots.  The cards go into the slots easily which is a big plus.  One part of the wallet was stitched in crooked.  Its not terrible but is noticeable.  Now,  the real big problem .  The wallet has a TERRIBLE odor.  I have worked on this problem for several weeks.  I have aired it out.  I've wiped it with dryer sheets.  I've sprayed it with Orange Pledge.  I've used Febreze on it.  Nothing has worked.  I decided it wasn't worth sendng the wallet back but I did not give it to my friend  so the whole thing was a waste.  So sorry to have to report this.",What is this smell?oo,1472428800,
4,2,TRUE,"12 9, 2015",A2WZ6KEFRK51Z3,B00007GDAL,{'Color:': ' Burgundy'},Karmalita,"I like this wallet, but I would like it better if the coin purse was not divided into two sections, and I'd rather have all horizontal slots for cards,  The vertical ones seem to make the wallet thicker and harder to snap shut.  There are lots of slots but I don't use them all because they make the wallet too ""fat"".  I just carry  6 main cards even though there are about 17 slots that I counted.  Nice color choices, I got one to match my purse. The price is good.",Nice basic wallet,1449619200,
3,2,TRUE,"09 8, 2015",APYD7KGZZHKRZ,B00007GDAL,{'Color:': ' Mahogany'},J. Kovsky,"Not up to Buxton quality.  I'll keep it, but I'm not happy with it.  I had to actually cut the card in the driver's license slot in half to get it out.  I'm still looking for what I want.  I don't know why men's wallets can be made well and easily used, and women's are like an afterthought.",It's OK but not great,1441670400,
1,4,TRUE,"06 5, 2015",AWCZY4I0EWMU2,B00007GDAL,{'Color:': ' Mahogany'},Shang,"It truly sounded like the answer to all my prayers (wallet-wise, that is).  Lots of slots for credit cards and all of those store discount cards (can't believe how many I have).  Well, the wallet arrived and I loaded it up .. but then I couldn't begin to close it with the snap-flap.  Not only that .. now it looked like an over-stuffed sausage.  And the very worst part of it all?  It wouldn't fit inside my coat or jacket pockets (only reason I'd ordered it).

Unfortunately, I waited too long to try to return it (a common problem with online orders .. at least for me).",Not the answer to my prayers.,1433462400,
2,2,TRUE,"05 11, 2015",A17BKWISY8YNOY,B00007GDAL,{'Color:': ' Burgundy'},French Lavender,I owned a wallet like this many years ago that was made of all leather and it lasted for years and years; loved it.  This wallet has an exterior of leather and the rest is plastic; not interested.,"Leather Exterior, Only...",1431302400,
1,12,TRUE,"03 9, 2016",A2NW131BJQQ3LS,B00007GDG5,{'Color:': ' Red'},Todd J. Toops,"I researched leather checkbook wallets for about two weeks. I am a matchy-matchy type person and very picky; purchasing a separate leather checkbook holder that did not match the wallet grain and color exactly was not an option for me.

Criteria are as follows (from most important to least):

1. Red leather
2. Matching checkbook holder
3. Clear ID holder NOT in zippered compartment... snap flap/fold over OK
4. 10+ credit card compartments that are NOT in a zippered compartment
5. At least 1 main zippered compartment for cash and another zippered compartment (within main zippered compartment) for change
6. Exterior pocket on the wallet... zipper preferred, no zipper OK

This wallet appeared to meet all of these criteria. It arrived within the estimated time frame, boxed, in perfect condition. Lovely red pebbled leather everywhere, all zippers slid nicely, and the snap fit securely in both holes. Everything seemed perfect until I tried to stuff my standard-sized Costco checks into the checkbook holder. The holder is at least 1/4"" too narrow; I had to chop off the sides of my checks to stuff them into the holder. Problem solved, right?

NO. I could not close the darned checkbook holder. When I forced the top flap over my checkbook, I had to use a rubber band to hold it down, and the zillion digit routing/account/check number at the bottom was in complete view. It looks ridiculous, and I am beyond irritated every time I have to write a check for Girl Scout Cookies, school pictures, etc. The only reason I am still using it (rubber band and all) is because the leather matches the wallet, and I need another 100 hours to do research to find a replacement wallet/checkbook holder. Why, WHY do wallet manufacturers make gross, cheap plastic wallets anyway? They should know that anyone old fashioned enough to use a checkbook on a regular basis will want REAL LEATHER. I looked at wallets from $20 to $200, and I couldn't find another that met all of my criteria that was 100% leather.

Enough of my ranting. I would not buy this product again, and I do not recommend it if you want a functional red checkbook holder to match your red wallet.",Checkbook holder is WAY too small and shallow,1457481600,
1,3,TRUE,"04 5, 2015",A15I5ESA90NB1F,B00007GDAL,{'Color:': ' Red'},Sheenaz,"Whoa. Buy it only if you carry a very, very large pocketbook. This wallet is THICK.The leather doesn't even feel like leather. I've bought Buxton's for years. No more.",The leather doesn't even feel like leather. I've bought Buxton's for years,1428192000,
1,3,TRUE,"03 10, 2015",A2ZKIQDTUIJY8R,B00007GDAL,{'Color:': ' Red'},dennis,clasp on change purse would not stay closed right out of the box. sent it back.,not secure,1425945600,
3,2,TRUE,"11 3, 2015",A2WYBUEEK9PBXM,B00007GDG5,{'Color:': ' Red'},jan yakish,I like the look of this wallet but the slots for the credit cards are too small and it is a real fight to get the cards in and out,I like the look of this wallet but the slots for ...,1446508800,
1,2,TRUE,"02 28, 2015",AWIXT4TS1X6BQ,B00007GDAL,{'Color:': ' Mahogany'},LBNRN,leather very stiff and hard to use. I had asked for Rolf wallets which look like this but have a much higher quality leather....this looked like a Rolf wallet but doesn't come close.,I had asked for Rolf wallets which look like this but have a much higher quality leather,1425081600,
1,2,TRUE,"02 19, 2015",A339DYMNURY1ZG,B00007GDAL,{'Color:': ' Black'},ellen,"This is for a wallet that I purchased, I only used for one month and the change purse ripped would never buy this style again really disappointed with the quality of this buxton wallet, would not purchase this style again",disappointed  wallet purchase,1424304000,
5,2,TRUE,"02 15, 2015",A1IGINQRG9VLFU,B00007GDAL,{'Color:': ' Taupe'},Pat Hakanson,"Just received this, this one seems ok. last 1 I bought had a change purse defect would not stay closed.","Just received this, this one seems ok. last ...",1423958400,
1,2,TRUE,"01 19, 2015",A3RRSON7645UT7,B00007GDAL,{'Color:': ' Burgundy'},calgem,The snap area broke upon my first time using it.  Have had it in my useless junk drawer since...,Have had it in my useless junk drawer since,1421625600,
1,2,FALSE,"12 27, 2014",A1D3GOQZ7YIYMV,B00007GDAL,{'Color:': ' Red'},J. Glick,"I had this on my wishlist and received it as a Christmas gift (bought from Amazon). I have had Buxton wallets for years and years and this one was to be a replacement for the Cardex style I currently had (as I had not searched long enough to find the single cardex available too). One of the reasons this type wallet had always appealed to me was the double currency compartments. I have always kept my receipts in one area and my currency in the other. This wallet is advertised as having two compartments for bills but I was sorely disappointed that the red one I received only had one. The double compartment was the primary reason I wanted this wallet. I am also not sure it is leather as past Buxton wallets have always had it stamped on the leather somewhere. This one does not. Certainly the inside is plastic and it 'crackles' every time I open it. I am very unhappy with this wallet and the poor quality it seems Buxton has sunk to.  Had it not been a gift I would definitely return it.

Update: I finally got around to moving what I had in my old wallet to this new one. TERRIBLE! I only have a few cards and pictures I carry and even though it was not full, I could barely snap the wallet closed. When I put the coins in the coin holder the coin compartment would not stay closed. I took all but one coin out and it STILL would pop open when I snapped it. I certainly will not buy another Buxton wallet if this is the ""quality"" they are proud of now. Even being a gift, it is going to be returned.",Buxton not what it used to be.,1419638400,
2,2,TRUE,"11 29, 2014",A1OG5N0YXYD0AO,B00007GDAL,{'Color:': ' Red'},Paule,"the size, the French purse, and color is what I wanted, and the number of card slots are numerous/useful, but I'm underwhelmed by the stiff leather and difficulty is using the card slots. Interior seems to be plastic PU, the see through window for the driver license is impossible, could not fit card in or remove it because of plastic backing. I used to love Buxton products for leather quality in the past--guess, like everything else today, cutting corners is the norm.",Hard to use,1417219200,
5,2,TRUE,"11 20, 2014",A3UBCBATB4P2Y1,B00007GDAL,{'Color:': ' Black'},SVanabs,"This wallet is an exact placement for one I had for five years. I love this wallet because it has lots of places for credit cards and membership cards, a couple of places for paper currency, and other hiding places - for checks or money you are saving for something else. I like a french purse clasp for change and the change holder is the perfect size. I have rarely had it open up and spill change into my purse.

The outside is leather. The inside credit card holders are vinyl. It did hold up well - but the stitching near the driver's license holder started coming apart. Alas, it was time to replace it. So glad to have found this wallet on Amazon at a very reasonable price. I ordered it on Monday, and it arrived on Wednesday - using Amazon Prime.

I am very happy with my purchase. Hope this wallet lasts me 5 years like the previous one.",Just what I was looking for!,1416441600,
3,3,TRUE,"12 13, 2014",A1WOZ5TQE2G60C,B00007GDG5,{'Color:': ' Red'},Mountain Woman,I was replacing an older Buxton item similar to this one.  The new one is not the same quality as the older one.  The slots for cards are almost too small for most of my cards and the inside compartments are not fabric like the old wallet but plastic.  It looks OK but I'm a bit disappointed in the overall quality of the wallet.,The slots for cards are almost too small for most of my cards and the inside compartments are not fabric like the old wallet but,1418428800,
5,4,TRUE,"10 25, 2014",A1FXM8XH3IY0G6,B00007GDAL,{'Color:': ' Pink'},Amazon Customer,"I love this wallet.  It arrived in a sturdy box, just the way I remember Buxton wallets being displayed in the country store where my grandparents shopped.  It is a soft leather and the pink color is very attractive.  The construction of the wallet seems to be very high quality.  It holds all my cards and has two compartments to hold bills.  The coin purse has two sections and is quite large. The wallet offers two snap placements, so you can still snap the strap in place if your wallet is stuffed full,  The strap covers both snaps when it is in either position.  If you are giving as a gift, be aware that inside the wallet was a card with the suggested retail price of $40.  Leave it in or remove it, depending on your preference!",Excellent Buxton quality in a lovely wallet,1414195200,
5,2,TRUE,"10 20, 2014",A1WW50YCNQ6XYR,B00007GDAL,{'Color:': ' Burgundy'},L. J.,"Nice leather wallet; and what I like the most is that it fits most handbags without squishing other items in my handbag.  The change purse section is snug and coins stay where they belong.....many compartments for credit cards, health cards, library cards, etc.  The really nice part is that extra snap to allow for expansion....and it holds......all over really nice wallet.  The cost was reasonable too.",nice wallet,1413763200,
2,2,TRUE,"10 6, 2014",AG7BJ1BFSJ2BX,B00007GDG5,{'Color:': ' Bright Aqua'},Terry,"I bought the bright aqua for a change, change isn't always good.  The color is very bright and I do like it, however the leather is very stiff and not comfortable to hold.  The zipper for the change section fell off in less than a month. Not what I expected from a Buxton wallet.",change isn't always good. The color is very bright and I do ...,1412553600,
5,2,TRUE,"07 14, 2014",A2FCKOND543AG0,B00007GDG5,{'Color:': ' Taupe'},Avis M. Gill,"I love this clutch wallet.  My old one was starting to fall apart and I was looking for something similar, when I came across this one.
It has everything I need and more.  It's stylish, lots of pockets for credit cards, a place for your checkbook and even a zippered compartment for cash and coins, plus more.

I recommend this wallet to anyone!",Buxton Heiress Clutch/Wallet,1405296000,
5,2,TRUE,"06 22, 2014",A3XNATSMROFT8,B00007GDG5,{'Color:': ' Red'},willy hays,"I have had several zip around clutch wallets and it is the style I prefer.  The color is not fire engine red just a nice red color.  The leather is medium soft with a nice feel to it.  Love all the card holding spots and the area for a check book is easily used for something else. The snap closure is handy and keeps everything in place, you can access your money without having to open the clutch,  just  open the zippered area. Having a zipper change pocket on the side is so handy or you can use the zipper pocket in the zip around.  When all filled I still found this Buxton clutch to be fairly slim.  I'm very pleased with this clutch and would buy it again.",LOVE MY RED WALLET,1403395200,
4,2,TRUE,"04 21, 2014",A1M1Y5UGONAW06,B00007GDG5,{'Color:': ' Red'},Jody,"I always come back to Buxton for wallets.  This one has a place for everything, and I do mean everything!  I really like the currency compartment--there are two slots for bills and a center zippered compartment for coins, receipts, or large denominations.  There's also a change pouch in front for easy access.  There are almost enough card slots, and there are a number of plastic sleeves if you run out of slots.  For some reason the slots are not of uniform size and I had to do some finagling to make some of my cards fit.  I also wish the snap flap went over the currency compartment so I didn't have to keep it zipped, but I'll get used to it, and I'm sure the leather slots will loosen up with use.

After an exhaustive online and in store search, I've decided that this clutch gives the best bang for the buck.  Mine is red, and it's a rich, not fire engine color.  I'm very pleased.",Buxton's the best!,1398038400,
